doc_id,source_path,text,year,source_type,text_source,origin,title,doi,ingest_date,is_relevant,domain_term_hits
0,C:\Projects\ngo-fesi-pipeline\data\raw\577293a0e6d1f966f6c0020d4cb3e29f.pdf,"ELECTRIC VEHICLES 24 www.steeltimesint.com Digital Edition - February 2023 WHILE there has been an upswing, the US is lagging behind the rest of the world where demand for electric vehicles (EVs) is concerned – and this includes both electrified light vehicles and heavy- duty trucks. However, the impact of this upon companies that supply steel to the automotive industry is somewhat uncertain depending upon the types of steel products they produce. “Clearly we are seeing a pretty sizable, although incremental, growth in the adoption of EVs,” Philip Gibbs, a senior equity analyst at KeyBanc Capital Markets said, observing that globally EVs currently account for about 10% of light vehicle sales with that penetration expected to continue to grow – albeit at different rates depending on region. There is also some growing interest in electrified heavy-duty trucks, Jeffrey Short, vice president of the American Transportation Research Institute (ATRI), noted, although the rate of adoption for those vehicles have been much slower, given that the average weight of freight makes battery range issues even more challenging due to there being minimal heavy duty truck charging infrastructure other than at the company’s home base. He noted that of the three million heavy duty trucks on the road in the US today, less than 10,000 are EVs. John Anton, a director of S&P Global Market Intelligence’s pricing and purchasing service noted that when it comes to passenger cars and light trucks, as recently as 2018 global battery electric vehicle (BEV) production was quite low – less than three million light vehicles. However, he said that by 2022 it had already increased to just under nine million light vehicles and it is *North America correspondent",2023,paper,fulltext,local_pdf_zotero,,,2026-08-28,False,0
