label,1990-1994_docs,2005-2009_docs,2010-2014_docs,2015-2019_docs,2020-2024_docs,2025-2029_docs,1990-1994_mentions,2005-2009_mentions,2010-2014_mentions,2015-2019_mentions,2020-2024_mentions,2025-2029_mentions
COMPETING_MATERIAL,1,2,1,3,4,1,18,14,3,30,196,171
